4.400	5.000	3.800
4.450	5.000	3.633
4.500	5.000	3.733
4.550	5.000	3.700
4.600	5.000	3.700
4.650	5.000	3.800
4.700	5.000	3.700
4.750	5.000	3.800
4.800	5.000	3.633
4.850	5.000	3.767
4.900	5.000	3.667
4.950	5.000	3.700
5.000	5.000	3.733
5.050	5.000	3.767
5.100	5.000	3.700
5.150	5.000	3.733
5.200	5.000	3.667
5.250	5.000	3.767
5.300	5.000	3.733
5.350	5.000	3.700
5.400	5.000	3.700
5.450	5.000	3.667
5.500	5.000	3.733
5.550	5.000	3.700
5.600	5.000	3.733
5.650	5.000	3.633
5.700	5.000	3.733
5.750	5.000	3.767
5.800	5.000	3.667
5.850	5.000	3.700
5.900	5.000	3.667
5.950	5.000	3.700
6.000	5.000	3.733
6.050	5.000	3.733
6.100	5.000	3.700
6.150	5.000	3.733
6.200	5.000	3.700
6.250	5.000	3.733
6.300	5.000	3.733
6.350	5.000	3.700
6.400	5.000	3.667
6.450	5.000	3.733
6.500	5.000	3.700
6.550	5.000	3.733
6.600	5.000	3.700
6.650	5.000	3.733
6.700	5.000	3.667
6.750	5.000	3.733
6.800	5.000	3.700
6.850	5.000	3.667
6.900	5.000	3.767
6.950	5.000	3.733
7.000	5.000	3.733
7.050	5.000	3.633
7.100	5.000	3.733
7.150	5.000	3.733
7.200	5.000	3.700
7.250	5.000	3.733
7.300	5.000	3.767
7.350	5.000	3.733
7.400	5.000	3.733
7.450	5.000	3.733
7.500	5.000	3.667
7.550	5.000	3.733
7.600	5.000	3.767
7.650	5.000	3.733
7.700	5.000	3.733
7.750	5.000	3.733
7.800	5.000	3.700
7.850	5.000	3.667
7.900	5.000	3.733
7.950	5.000	3.733
8.000	5.000	3.733
8.050	5.000	3.667
8.100	5.000	3.833
8.150	5.000	3.733
8.200	5.000	3.667
8.250	5.000	3.733
8.300	5.000	3.733
8.350	5.000	3.733
8.400	5.000	3.733
8.450	5.000	3.733
8.500	5.000	3.667
8.550	5.000	3.733
8.600	5.000	3.733
8.650	5.000	3.733
8.700	5.000	3.867
8.750	5.000	3.667
8.800	5.000	3.733
8.850	5.000	3.800
8.900	5.000	3.867
8.950	5.000	3.667
9.000	5.000	3.733
9.050	5.000	3.733
9.100	5.000	3.667
9.150	5.000	3.733
9.200	5.000	3.733
9.250	5.000	3.900
9.300	5.000	3.633
9.350	5.000	3.700
9.400	5.000	3.800
9.450	5.000	3.667
9.500	5.000	3.733
9.550	5.000	3.733
9.600	5.000	3.933
9.650	5.000	3.733
9.700	5.000	3.733
9.750	5.000	3.800
9.800	5.000	3.667
9.850	5.000	3.833
9.900	5.000	3.800
9.950	5.000	3.667
10.000	5.000	3.733
10.050	5.000	3.733
10.100	5.000	3.733
10.150	5.000	3.733
10.200	5.000	3.700
10.250	5.000	3.700
10.300	5.000	3.767
10.350	5.000	3.733
10.400	5.000	3.733
10.450	5.000	3.733
10.500	5.000	3.700
10.550	5.000	3.767
10.600	5.000	3.700
10.650	5.000	3.733
10.700	5.000	3.733
10.750	5.000	3.733
10.800	5.000	3.733
10.850	5.000	3.733
10.900	5.000	3.700
10.950	5.000	3.667
11.000	5.000	3.800
11.050	5.000	3.733
11.100	5.000	3.733
11.150	5.000	3.700
11.200	5.000	3.733
11.250	5.000	3.800
11.300	5.000	3.667
11.350	5.000	3.667
11.400	5.000	3.867
11.450	5.000	3.767
11.500	5.000	3.700
11.550	5.000	3.767
11.600	5.000	3.667
11.650	5.000	3.733
11.700	5.000	3.767
11.750	5.000	3.667
11.800	5.000	3.733
11.850	5.000	3.867
11.900	5.000	3.733
11.950	5.000	3.700
12.000	5.000	3.700
12.050	5.000	3.767
12.100	5.000	3.800
12.150	5.000	3.733
12.200	5.000	3.800
12.250	5.000	3.733
12.300	5.000	3.733
12.350	5.000	3.767
12.400	5.000	3.667
12.450	5.000	3.800
12.500	5.000	3.733
12.550	5.000	3.800
12.600	5.000	3.700
12.650	5.000	3.733
12.700	5.000	3.733
12.750	5.000	3.667
12.800	5.000	3.767
12.850	5.000	3.733
12.900	5.000	3.733
12.950	5.000	3.767
13.000	5.000	3.633
13.050	5.000	3.833
13.100	5.000	3.733
13.150	5.000	3.667
13.200	5.000	3.800
13.250	5.000	3.700
13.300	5.000	3.733
13.350	5.000	3.733
13.400	5.000	3.800
13.450	5.000	3.733
13.500	5.000	3.700
13.550	5.000	3.733
13.600	5.000	3.733
13.650	5.000	3.767
13.700	5.000	3.667
13.750	5.000	3.733
13.800	5.000	3.733
13.850	5.000	3.733
13.900	5.000	3.767
13.950	5.000	3.733
14.000	5.000	3.733
14.050	5.000	3.733
14.100	5.000	3.767
14.150	5.000	3.667
14.200	5.000	3.767
14.250	5.000	3.700
14.300	5.000	3.767
14.350	5.000	3.733
14.400	5.000	3.733
14.450	5.000	3.733
14.500	5.000	3.700
14.550	5.000	3.733
14.600	5.000	3.733
14.650	5.000	3.767
14.700	5.000	3.733
14.750	5.000	3.733
14.800	5.000	3.733
14.850	5.000	3.733
14.900	5.000	3.700
14.950	5.000	3.733
15.000	5.000	3.733
15.050	5.000	3.767
15.100	5.000	3.733
15.150	5.000	3.667
15.200	5.000	3.767
15.250	5.000	3.767
15.300	5.000	3.700
15.350	5.000	3.733
15.400	5.000	3.767
15.450	5.000	3.733
15.500	5.000	3.667
15.550	5.000	3.800
15.600	5.000	3.667
15.650	5.000	3.767
15.700	5.000	3.733
15.750	5.000	3.733
15.800	5.000	3.767
15.850	5.000	3.667
15.900	5.000	3.733
15.950	5.000	3.767
16.000	5.000	3.800
16.050	5.000	3.733
16.100	5.000	3.733
16.150	5.000	3.767
16.200	5.000	3.667
16.250	5.000	3.800
16.300	5.000	3.667
16.350	5.000	3.767
16.400	5.000	3.800
16.450	5.000	3.733
16.500	5.000	3.733
16.550	5.000	3.800
16.600	5.000	3.833
16.650	5.000	3.667
16.700	5.000	3.667
16.750	5.000	3.833
16.800	5.000	3.667
16.850	5.000	3.867
16.900	5.000	3.733
16.950	5.000	3.700
17.000	5.000	3.733
17.050	5.000	3.733
17.100	5.000	3.833
17.150	5.000	3.833
17.200	5.000	3.800
17.250	5.000	3.900
17.300	5.000	3.667
17.350	5.000	3.800
17.400	5.000	3.700
17.450	5.000	3.733
17.500	5.000	3.800
17.550	5.000	3.800
17.600	5.000	3.733
17.650	5.000	3.700
17.700	5.000	3.867
17.750	5.000	3.633
17.800	5.000	3.833
17.850	5.000	3.767
17.900	5.000	3.733
17.950	5.000	3.833
18.000	5.000	3.633
18.050	5.000	3.833
18.100	5.000	3.733
18.150	5.000	3.833
18.200	5.000	3.667
18.250	5.000	3.733
18.300	5.000	3.733
18.350	5.000	3.767
18.400	5.000	3.733
18.450	5.000	3.800
18.500	5.000	3.667
18.550	5.000	3.767
18.600	5.000	3.733
18.650	5.000	3.767
18.700	5.000	3.700
18.750	5.000	3.767
18.800	5.000	3.733
18.850	5.000	3.767
18.900	5.000	3.733
18.950	5.000	3.667
19.000	5.000	3.767
19.050	5.000	3.667
19.100	5.000	3.800
19.150	5.000	3.833
19.200	5.000	3.667
19.250	5.000	3.733
19.300	5.000	3.767
19.350	5.000	3.867
19.400	5.000	3.733
19.450	5.000	3.733
19.500	5.000	3.767
19.550	5.000	3.733
19.600	5.000	3.767
19.650	5.000	3.733
19.700	5.000	3.667
19.750	5.000	3.800
19.800	5.000	3.700
19.850	5.000	3.833
19.900	5.000	3.700
19.950	5.000	3.833
20.000	5.000	3.667
20.050	5.000	3.700
20.100	5.000	3.800
20.150	5.000	3.867
20.200	5.000	3.733
20.250	5.000	3.767
20.300	5.000	3.800
20.350	5.000	3.733
20.400	5.000	3.767
20.450	5.000	3.667
20.500	5.000	3.733
20.550	5.000	3.700
20.600	5.000	3.867
20.650	5.000	3.733
20.700	5.000	3.800
20.750	5.000	3.700
20.800	5.000	3.733
20.850	5.000	3.733
20.900	5.000	3.767
20.950	5.000	3.733
21.000	5.000	3.700
21.050	5.000	3.733
21.100	5.000	3.733
21.150	5.000	3.733
21.200	5.000	3.767
21.250	5.000	3.767
21.300	5.000	3.633
21.350	5.000	3.833
21.400	5.000	3.733
21.450	5.000	3.700
21.500	5.000	3.733
21.550	5.000	3.733
21.600	5.000	3.767
21.650	5.000	3.733
21.700	5.000	3.800
21.750	5.000	3.733
21.800	5.000	3.833
21.850	5.000	3.667
21.900	5.000	3.900
21.950	5.000	3.667
22.000	5.000	3.800
22.050	5.000	3.700
22.100	5.000	3.733
22.150	5.000	3.733
22.200	5.000	3.767
22.250	5.000	3.667
22.300	5.000	3.767
22.350	5.000	3.800
22.400	5.000	3.667
22.450	5.000	3.767
22.500	5.000	3.800
22.550	5.000	3.733
22.600	5.000	3.767
22.650	5.000	3.667
22.700	5.000	3.733
22.750	5.000	3.833
22.800	5.000	3.800
22.850	5.000	3.733
22.900	5.000	3.700
22.950	5.000	3.667
23.000	5.000	3.733
23.050	5.000	3.767
23.100	5.000	3.733
23.150	5.000	3.833
23.200	5.000	3.733
23.250	5.000	3.733
23.300	5.000	3.833
23.350	5.000	3.667
23.400	5.000	3.733
23.450	5.000	3.700
23.500	5.000	3.800
23.550	5.000	3.700
23.600	5.000	3.800
23.650	5.000	3.667
23.700	5.000	3.700
23.750	5.000	3.733
23.800	5.000	3.833
23.850	5.000	3.667
23.900	5.000	3.733
23.950	5.000	3.900
24.000	5.000	3.667
24.050	5.000	3.767
24.100	5.000	3.800
24.150	5.000	3.733
24.200	5.000	3.767
24.250	5.000	3.667
24.300	5.000	3.833
24.350	5.000	3.733
24.400	5.000	3.667
24.450	5.000	3.833
24.500	5.000	3.733
24.550	5.000	3.900
24.600	5.000	3.667
24.650	5.000	3.800
24.700	5.000	3.700
24.750	5.000	3.733
24.800	5.000	3.867
24.850	5.000	3.767
24.900	5.000	3.667
24.950	5.000	3.900
25.000	5.000	3.800
25.050	5.000	3.667
25.100	5.000	3.767
25.150	5.000	3.733
25.200	5.000	3.767
25.250	5.000	3.733
25.300	5.000	3.767
25.350	5.000	3.733
25.400	5.000	3.767
25.450	5.000	3.833
25.500	5.000	3.700
25.550	5.000	3.833
25.600	5.000	3.667
25.650	5.000	3.767
25.700	5.000	3.733
25.750	5.000	3.700
25.800	5.000	3.733
25.850	5.000	3.767
25.900	5.000	3.733
25.950	5.000	3.733
26.000	5.000	3.767
26.050	5.000	3.733
26.100	5.000	3.700
26.150	5.000	3.833
26.200	5.000	3.667
26.250	5.000	3.733
26.300	5.000	3.900
26.350	5.000	3.667
26.400	5.000	3.767
26.450	5.000	3.667
26.500	5.000	3.833
26.550	5.000	3.733
26.600	5.000	3.900
26.650	5.000	3.667
26.700	5.000	3.733
26.750	5.000	3.767
26.800	5.000	3.733
26.850	5.000	3.767
26.900	5.000	3.733
26.950	5.000	3.767
27.000	5.000	3.800
27.050	5.000	3.767
27.100	5.000	3.667
27.150	5.000	3.767
27.200	5.000	3.733
27.250	5.000	3.767
27.300	5.000	3.733
27.350	5.000	3.667
27.400	5.000	3.833
27.450	5.000	3.767
27.500	5.000	3.667
27.550	5.000	3.767
27.600	5.000	3.733
27.650	5.000	3.700
27.700	5.000	3.800
27.750	5.000	3.767
27.800	5.000	3.700
27.850	5.000	3.733
27.900	5.000	3.767
27.950	5.000	3.733
28.000	5.000	3.900
28.050	5.000	3.733
28.100	5.000	3.733
28.150	5.000	3.833
28.200	5.000	3.800
28.250	5.000	3.733
28.300	5.000	3.767
28.350	5.000	3.767
28.400	5.000	3.733
28.450	5.000	3.700
28.500	5.000	3.733
28.550	5.000	3.833
28.600	5.000	3.800
28.650	5.000	3.767
28.700	5.000	3.733
28.750	5.000	3.700
28.800	5.000	3.800
28.850	5.000	3.700
28.900	5.000	3.767
28.950	5.000	3.733
29.000	5.000	3.767
29.050	5.000	3.733
29.100	5.000	3.767
29.150	5.000	3.867
29.200	5.000	3.767
29.250	5.000	3.733
29.300	5.000	3.700
29.350	5.000	3.767
29.400	5.000	3.733
29.450	5.000	3.733
29.500	5.000	3.767
29.550	5.000	3.700
29.600	5.000	3.800
29.650	5.000	3.667
29.700	5.000	3.767
29.750	5.000	3.767
29.800	5.000	3.733
29.850	5.000	3.767
29.900	5.000	3.733
29.950	5.000	3.767
30.000	5.000	3.733
30.050	5.000	3.700
30.100	5.000	3.800
30.150	5.000	3.700
30.200	5.000	3.767
30.250	5.000	3.733
30.300	5.000	3.833
30.350	5.000	3.733
30.400	5.000	3.767
30.450	5.000	3.667
30.500	5.000	3.767
30.550	5.000	3.767
30.600	5.000	3.733
30.650	5.000	3.833
30.700	5.000	3.733
30.750	5.000	3.767
30.800	5.000	3.733
30.850	5.000	3.700
30.900	5.000	3.767
30.950	5.000	3.733
31.000	5.000	3.767
31.050	5.000	3.733
31.100	5.000	3.767
31.150	5.000	3.700
31.200	5.000	3.733
